username,tanggal,rating,clean_text,skor_sentimen,label,word_count
Izar Kasep,2025-09-05 03:42:00,2,Knpa akun sya gak bisa log in lagi masuk mimta ktp sma verifikasi wajah reportnya nik sdah terdaftar di ulaang lagi gitu mulu minta ktp nik terdaftar,-11,negatif,27
Lutfi budi Santoso,2025-09-04 14:45:25,5,abis update malah jdi bingung,-4,negatif,5
HAJI Lukman Hafid,2025-09-04 11:03:03,5,terimakasih banyak karena sudah di kembalikan fitur CANDLESTICK,-3,negatif,8
Irhamuddin Tan,2025-09-04 08:13:51,4,top up nya cepat,6,positif,4
Sakiya Tofani,2025-09-04 02:25:22,5,nice daripada simpan di bank simpan di sinj aja,-3,negatif,9
wahyu pribadi,2025-09-04 01:14:53,5,Semoga bermanfaat bagi kita semua,-2,negatif,5
Amakele Corputty,2025-09-03 12:41:38,1,bangke gak ada perak,-7,negatif,4
Munsir Husaini,2025-09-03 10:06:04,5,balikin tmpilan awal ratakan aja tampilan spot sama elite kayak dlu,5,positif,11
Hari bramansyah,2025-09-03 07:15:46,5,Pluang memang is the best,1,positif,5
Ismu Mahmudi,2025-09-03 05:07:44,5,enak dan simpel walaupun tampilan yang baru ada beberapa yg kurang lengkap,-13,negatif,12
HMW,2025-09-02 22:43:54,5,update yg bertambah buruk untuk menganalisa Sekarang tidak bisa melihat market cap vol h roi dll candle tidak bisa dirubah seperti biasanya tolong kembalikan yg lengkap y tim pluang,-27,negatif,29
Azka Rizqillah,2025-09-02 15:50:39,5,sangat bagus buat pemula sperti sya,4,positif,6
Muhammad Nafiik,2025-09-02 14:09:55,1,kembalikan ke tampilan sebelumnya kok sekarang jadi gak lengkap market cap hilang volume h tidak ada dll saran segera dikembalikan saya yakin banyak yg lebih suka dengan tampilan sebelumnya lebih mudah dipahami lengkap dan enak dilihat tampilan sekarang sangat buruk kalau terus seperti ini saya sangat optimis akan ada banyak orang yg berpindah exchange lokal ke sebelah termasuk saya,-51,negatif,59
Madness,2025-09-02 10:56:44,1,biaya admin ketika top up di aplikasi pluang tidak sesuai dengan deskripsi tulisanya nominal di bawah tanpa biaya dari pihak bank pengirim juga gratis biaya transfer sampai di aplikasi kena potongan pajak,-24,negatif,32
eduwin,2025-09-02 07:50:43,3,saya login ngk bisa terus pdhal dana saya sudah masuk ke aplikasi alasan jaringan semua aplikasi yng saya pakai bisa di akses cuma ini knpa aplikasi nya ngk bisa di buka,-35,negatif,31
sigit deniro,2025-09-02 06:55:32,4,cukup user friendly,4,positif,3
Ikhsan budi Wahyono,2025-09-02 05:44:59,5,Cukup mudah dalam mendaftar,5,positif,4
Tarzan Ndeso,2025-09-02 03:23:45,5,Sidikjarinya sendiri koq disalahkan malah silahkan pakai pin ya jelas gak lupa donk mudah an merespon masuk dgn didik jari,-7,negatif,20
AWM Channel,2025-09-02 01:03:15,5,tetap profesional kuatkan sistem keamanan nasabah semangat edukasi Finansial publik,2,positif,10
Yusron Saputra,2025-09-01 22:35:13,5,aplikasi bagus dan lancar,-3,negatif,4
Rizza Nia,2025-09-01 22:32:33,5,Luar biasa bagus,-1,negatif,3
Su Pardi,2025-09-01 15:20:08,1,lukira gampang jadi kaya di saham sama aja lu judi ga semua orang dapat cuan uji keberuntungan hahahaha,-8,negatif,18
Aeron Hasiholan,2025-09-01 15:13:51,1,mau jual harganya tiba tiba turun mau belanja tiba tiba harganya naik walaupun itu persentase kecil jika transaksi besar maka itu akan kelihatan,-11,negatif,23
SNY 2,2025-09-01 15:00:34,1,banyak kali potongan buat admin,-4,negatif,5
grace tanasya,2025-09-01 05:53:28,5,sejauh ini oke sih mudah bagi pemula buat investasi,1,positif,9
Stars,2025-09-01 00:31:59,1,punya saldo emas diam dipotong gram aplikasi spam emang,-5,negatif,9
ADIK AGUNG SAPUTRA,2025-09-01 00:20:30,5,user friendly proses deposit maupun wd cepat tanpa adanya biaya admin ADIK,6,positif,12
Net dle,2025-09-01 00:09:28,2,Maaf saya sudah menutup akun karena tidak pernah saya gunakan kenapa masih dapat notifikasi pengurangan emas,-21,negatif,16
noval sakib,2025-08-31 17:33:39,1,sebel dulu bisa top up pake aplikasi dana sekarang gak bisa,-2,negatif,11
Rio Adriano,2025-08-31 15:36:30,1,ga bisa narik saldo pakai e wallet virtual account,2,positif,9
rizqan akbar,2025-08-31 13:21:34,5,cendel nya yg koin baru gk bisa d liat tolong dong ky nya enakan yg ky awal deh untuk peluang lebih enak liat nya lebih lengkap,-11,negatif,26
Agus Priadi,2025-08-31 07:39:05,1,aplikasi trading paling serba susah top up cepat kalo mau wd gk bisa katanya minimal ini saldo lebih dari itu pun gk bisa mau kirim crypto pun tak bisa wkwk downgrade sekali ahh sory pluang aku uninstall byee,-15,negatif,38
Loveyour,2025-08-31 06:51:08,5,aplikasi yang sangat bagus,-6,negatif,4
Rich Healty,2025-08-31 06:29:48,2,dr semalam kok saya ga bisa buka aplikasi ya udh potongan admin gede tapi kinerja aplikasi begini,-15,negatif,17
Sigit Purnomo,2025-08-31 05:01:25,4,sudah beberapa hari buka aplikasi sering nyangkut dlogo peluang dan candle stick telat muncul tolong diperbaiki,-16,negatif,16
Artha Posundu,2025-08-31 05:00:20,5,paling terpercaya puas dengan Pluang,6,positif,5
Nazz Nasuha,2025-08-30 23:53:42,5,sudah daftar masuknya mudah mudah mudahan lancar,-2,negatif,7
Is Companion,2025-08-30 16:00:20,5,verifikasi cepat semoga lancar kedepanya,1,positif,5
S Aa,2025-08-30 12:24:00,5,Saat ini sangat bagus,3,positif,4
bagus kurniawan,2025-08-30 03:00:55,2,makin lama makin berat ni pulang susah banget lagi nya,-7,negatif,10
DIKI 5529B,2025-08-29 15:36:37,1,Mohon maaf untuk pembuat apk pluang Krn saya sangat kecewa Sudah saya download apk pluang kemudian saya mau memasukkan kode referral teman saya Kata nya di suruh verifikasi terlebih dahulu Lalu sesudah verifikasi slama jam Tempat memasukkan kode referral hilang Dan gk da sama sekali Jadi saya tunggu sampai hari kedepan kalo gk bisa Saya hapus apkapk pluang Trima kasih dari warga Indonesia,-46,negatif,63
Ravel Chin,2025-08-29 10:03:53,1,susah gak kaya duluk lihat cendel,-2,negatif,6
Indra Listriani0981,2025-08-29 07:06:14,3,gmn bs balik ke versi lama nggak yg baru bikin pusing kurang detail informasinya,-12,negatif,14
Chairul Anwar,2025-08-29 06:31:32,5,aplikasi terbaik untuk spot dan future di Indonesia top of the top nya klau menurut sy mulai dr deposit smpai ke penarikan,13,positif,22
BANG ZOMBIE OFFICIAL,2025-08-29 05:14:32,2,dari segi etf aset crypto nya masih kurang dan reward aset crypto yang bisa di staking masih kecil dan sedikit setelah update semakin buruk masak tampilan drowdon nya hilang cuma itu saja minus nya,-40,negatif,34
ridho fls,2025-08-28 23:11:52,5,simpel dan nikmat,6,positif,3
Ocha NCT,2025-08-28 21:25:00,5,masih mencoba memahami,3,positif,3
Alme tv,2025-08-28 21:23:48,1,untuk tampilan Kap pasar valuasi kok tidak ada ya sekarang,-3,negatif,10
Ahmad,2025-08-28 17:37:08,1,kecewa sekali dengan tampilan baru di update malah downgrade tadinya bisa baca market cap pas di update jadi gak bisa versi lite jg gak bisa baca candle jadi susah buat analisa saran sebelum di lempar ke investor tampilannya di evaluasi dlu jangan maen asal ganti malah jadi pengurangan fitur udah pajak naik fitur downgrade kecewa bgt sama pluang kalo tidak segera di perbaiki atau di kembalikan saja seperti semula versi aplikasinya mending Inves di tempat lain di sp aja tim aplikasi ny,-47,negatif,82
Windo Adi,2025-08-28 16:35:28,4,kenapa verifikasi KTP ga bisa di buka terus jadi ga bisa top up sama jual,2,positif,15
Dio Andrian Manurung,2025-08-28 11:22:54,1,Kenapa atas nama DIO MANURUNG SUSAH NAIK NYA HAH INI PENIPUAN KAH,-4,negatif,12
Krisno Hermanto Lubis,2025-08-28 09:58:15,5,terima kasih telah di perhatikan keluhan konsumen,-2,negatif,7
Nanik Lintang,2025-08-28 09:39:23,5,semoga bermanfaat untuk semuanya,2,positif,4
zainudin dulman,2025-08-28 08:24:04,3,tampilan yang sekarang sangat susah bagi pemula,-11,negatif,7
Kenny Zephaniah S,2025-08-28 06:42:55,5,Senang sekali pakai pluang Cukup user friendly Trading futures atau option jadi lebih mudah dan tentunya mendatangkan cuan Untuk beli saham ada prediksi dari ahli sehingga bisa ngasih saran mana yg harus dibeli,-18,negatif,33
Dicky Daniel,2025-08-28 05:33:14,3,untuk masalah penarikan bisa di tambahkan penarikan ke rekening lain tdk jgn cuma rekening yang terdaftar dgn nomor KTP,-15,negatif,19
Mulya Kw,2025-08-28 04:09:02,4,tolong fee buat futures di kecilin dong jangan di samain kaya spot fee nya tolong ya ka,-4,negatif,17
Ibnu Fajar,2025-08-28 01:16:22,2,ini kpn sistem kirim koin cuman ada di btc aja di ltc doge dan yg lain dihilangkan jadi gk efisien,-6,negatif,20
RK Entertainment,2025-08-28 00:27:28,5,kenapa aplikasinya susah dibuka yah loading terus saya jadi ga bisa transaksi dan cek portofolio saya,-11,negatif,16
Ach Thoyyib,2025-08-27 15:40:07,5,bagus apk ya,7,positif,3
Bahri Ms,2025-08-27 14:42:41,5,penarikan dana butuh berapa hari ya kenapa masih proses terus ya,8,positif,11
Dede Sumardiansyah,2025-08-27 12:57:02,5,masih newbie tp mudah dimengerti DEDE,2,positif,6
Songhexz PC,2025-08-27 12:12:34,5,tampilannya makin mantap aja,6,positif,4
Yoga Ariagara,2025-08-27 11:49:25,2,tampilan yg terbaru kek sampah jujur tolong ini mah balikn tampilan sebelum update ini ui ux nya yg bener napa kalau kerja,-3,negatif,22
rizky fadillah,2025-08-27 08:20:08,1,untuk withdraw nya lama banget hari kayanya apk yang lain aja engga paling jam doang tapi ini nunggu berhari,-13,negatif,19
ARDYZ,2025-08-27 07:18:12,3,kk kenapa setiap mau log in ada notif tidak ada koneksi internet padahal kualitas internet saya baguas buka apk lain lancar,-24,negatif,21
Kharisma Malik,2025-08-27 02:22:16,4,dah bagus tolong liatkan lagi candle nya kok sekarang ga keliatan balikan tampilan nya kek dlu lagi dong,-8,negatif,18
Rizal Nurrohman,2025-08-26 23:55:40,3,tolong untuk fitur sell and buy nya di munculin lagi minitu cukup berpengaruh sekali tampilan yg terbaru ini kurang mmbantu mending yg sebelumnya,-6,negatif,23
Razka Algifari,2025-08-26 22:52:52,5,cocok buat pemula aplikasi jelas tampilan enak mantab,-4,negatif,8
Dadang Qulbi Basri,2025-08-26 19:12:08,2,update harganya sangat lambat beda dengan apk sebelah lebih cepat mengikuti perdagangan dunia apk pluang hanya mengambil harga rata saja naik maupun turun juga rata padahal di apk sebelah naiknya sudah lumayan di pluang tetap segitu saja tolong update kedepanya update harga lebih cepat agar kami mudah jual dan beli di harga terbaik,-10,negatif,53
Pejuang Scatter,2025-08-26 09:56:00,5,sangat mudah di pahami,2,positif,4
Kaguya Ami,2025-08-26 08:39:09,1,jaringan lancar tp tertulis tidak ada internet jadinya buka aplikasi nya loading mlulu,-23,negatif,13
Ib Yoga Indra Putra,2025-08-26 05:05:37,5,aplikasi exchange terbaik menurut saya pelayanan terbaik informasi lengkap dan detail recommend,6,positif,12
Kerja Kita,2025-08-26 01:35:19,4,jujur lebih suka versi lama daripada versi baru agak kesusahan mau klik sana sini lagi kalau mau detail kalau dulu cukup skroll sudah jelas,-18,negatif,24
Ahmad Fadlullah,2025-08-25 19:10:01,5,bagus sih cuman saran aja Tolong tambahin saham Indonesia dong,1,positif,10
Ef Mobile,2025-08-25 18:10:56,2,fee mahal banget,2,positif,3
Akhmad Khasan_140 (Akhmad Khasan_140),2025-08-25 17:46:45,5,Saya sudah beberapa hari ini gak bisa login pakai email disisi lain login pakai nomor HP repotnya minta ampun sering terkena gangguan pada proses penginputan nomor OTP katanya anda sudah melebihi jam pie iki maksude,-18,negatif,35
Iqbal Maulana,2025-08-25 15:56:11,2,fitur baru nya ga seru ahh kecewa balikin fitur lama di update malah Kya gitu,-12,negatif,15
Fenni Maria,2025-08-25 14:00:54,4,setelah di update aplikasi suka lemot gk nyambung Dengan jaringan memang sekarang Telkomsel menjual pAket hanyA tertera INTERNET klo dulu ada Internet G G G sekarang tidak ada apakah aplikasi ini tidak mendukung di jaringan G G sekarang susah buka aplikasi ada tulisan TIDAK ADA KONEKSI INTERNET padahal untuk buka YouTube WhatsApp tiktok selalu terhubung ini masalah jaringan saja bisa menghambat,-75,negatif,61
Adit Setio31,2025-08-25 13:12:52,5,cakep bngt aplikasi ini mudah dimemgerti bagi pemula yg mau investasi ayo tunggu apalagi mulai inves dari pluang,-8,negatif,18
No Ruwet,2025-08-25 13:07:46,5,Sangat mudah buat pemula praktis dan tidak ribet Mantab top banget saya sudah mencoba anda kapan,-7,negatif,16
Selvi Lahea,2025-08-25 12:36:57,1,lebih suka tampilan sebelumnya pas masuk udah ke update trs ga enak buat diliat tampilan candle nya untuk update terbaru yg skrg jga lebih buruk fitur yg sebelumnya sdh tidak ada pdhl fitur untuk melihat brp keseluruhan beli dan jual ckp membantu,-12,negatif,42
Parlin Sampulawa,2025-08-25 12:20:38,5,aplikasi ini sangat bagus,-1,negatif,4
irfan fals,2025-08-25 10:34:20,1,investasi emas udah naik saldo ilang,-2,negatif,6
Agung Bhakti Utama,2025-08-25 05:25:01,5,Mudah menginstall dan membuat akunnya,1,positif,5
Afrianto S.t,2025-08-25 02:45:35,5,kak gimana ni solusinya kok no rekening saya gk bisa di verifikasi padahal datanya sama dengan saya daftar di peluang ada apa ini,-9,negatif,23
Mohammad Fadjri,2025-08-25 00:04:54,5,tidak ada komentar tapi aplikasi ini bagus silakan yang kain mencoba,-13,negatif,11
rieke andriyani,2025-08-24 15:24:58,5,dalam proses belajar,7,positif,3
Mhaz Jay Zero,2025-08-24 14:36:38,3,Kenapa kok Pluang tidak menyediakan menu kolom khusus untuk chat CS yg difungsikan menerima komplain pengaduan maupun pertanyaan terkait trade serta harga perdagangan tidak berubah otomatis harus di refresh terus tiap detik dgn cara ditarik dri atas kebawah jdi capek utk monitoring harganya tolong diperbaiki biar lebih baik lagi spti aplikasi yg lain Trims,-21,negatif,54
Denny Permana,2025-08-24 12:23:28,1,Jelek sering error sekarang,-2,negatif,4
Sayudi Dabedo,2025-08-24 11:36:23,1,saldo ga bisa di tarik masa gt pdahal di notif nya minimal bisa di tarik punya gw lebih malah ga bisa masa minimal JT,4,positif,24
Jhan Galung,2025-08-24 05:49:01,5,semoga lebih maju lg,1,positif,4
Rizal Fauzi,2025-08-24 05:16:34,1,rugi kalo buat trader aplikasi ini ga sesuai pergerakan market sangat lambatt unistall,-5,negatif,13
V3L1K4N,2025-08-24 04:33:48,2,min tolong dong koin kripto nya di tambah di lengkapi jangan fokus saham as doang agak nyesel juga download nya ternyata di bagian kripto koin nya GK lengkap terlalu di anak tirikan bagian kripto,-27,negatif,34
Muh Guntur17,2025-08-24 02:51:13,4,aplikasinya sejah ini bagus,3,positif,4
Bintang Muara Sakti,2025-08-24 02:23:34,1,Saya pengguna pluang dari lama akhir akhir ini pluang mengecewakan spread emas nya tidak serendah dulu bahkan bisa persen lebih padahal dulu terkenal rendah persen dan bantai bantai platform emas digital lainnya sekarang malah terkenal tinggi di banding trasury yang hanya stay di persenan dari dulu ini menandakan ke tidak konsisten nan pluang terhadap produk investasi nya,-30,negatif,57
Hamdil Qasywa,2025-08-23 19:47:01,5,saya tidak bisa verifikasi ulang pluang,-8,negatif,6
Iqram,2025-08-23 17:52:34,5,bagus untuk pemula,3,positif,3
Dani Dani,2025-08-23 17:05:32,5,cuman belum tau cara main nya itu aja,-7,negatif,8
Dafa .20,2025-08-23 13:47:25,4,agak lama untuk penjualan dan pembelian mohon di upgrade untuk lebih fastt lagii,-5,negatif,13
daniel wandadaya,2025-08-23 11:44:17,5,ijin tanya mengapa saya tidak bisa log in ulang lagi pake email,-13,negatif,12
Adi Hargoromo,2025-08-23 05:53:20,5,k cara mengembalikan tampilan candel stik saat kita masuk ke sebuah aset gimana ya skarang kok tampilan nya line chart bukan candelstik satt kita masuk ke suatu aset kripto,-3,negatif,29
Su Warto,2025-08-23 04:46:46,4,bagus mudah di pahami bagi pemula,1,positif,6
Erni Amat,2025-08-23 04:45:35,1,aplikasi peluang uni sangat jelek seting loading saja gak diperbaiki suruh clear hapus chace juga begitu,-19,negatif,16
edik prayitno,2025-08-22 18:26:40,5,Terbaik dan cepat,3,positif,3
Salman Alfarisy,2025-08-22 17:52:28,5,kapan ada saham Indonesia saya mau beli,-10,negatif,7
Kyzen Kyzen,2025-08-22 17:36:14,1,penarikan nya lama banget,-3,negatif,4
Fahri Syahputra,2025-08-22 17:30:41,1,pas narik uang lama kali prosesnya,-1,negatif,6
Isal Eka Hendriyan,2025-08-22 17:20:42,1,gua dah pake nih aplikasi pluang tahun kendala sampai skrg itu top up lama masuk akhirnya keburu harga naik lucu memang ini aplikasi,-29,negatif,23
Douyin Shouyo,2025-08-22 15:39:09,1,tolong ya peluang lebih di perhatikan harga pasarnya itu berwna hijau dan di aset saya berawna merah itu jadi mengurangi uang saya pdahal di liat saham nay hijau tolong pebaiki merugikan kita sebagai pembeli saham,-10,negatif,35
Nokeya 99,2025-08-22 15:09:48,4,tambah etf nya dong misal voo schd,3,positif,7
Saiman Iman,2025-08-22 13:12:18,5,sejauh ini hanya pulang dompet crypto yang bagus jual dan beli dn berbagai transaksi dgn aman dan mudah,5,positif,18
DIAN MULYAWAN,2025-08-22 11:12:40,3,kok marcap harianya ilang min enakan sebelum apdate inimaah,-5,negatif,9
Ally Mask,2025-08-22 07:47:49,3,setelah pembaruan aplikasi terakhir minggu ini apalikasi sering blenk ya mind padahal pakai hp kapasitas tinggi samsung S ultra gimana yg hp kapsitas rendah mohon dicek mind takut berimbas ke banyak pengguna yaa makasih,2,positif,34
Tok Ekgoyang dumang,2025-08-22 05:53:14,1,parah jaringan ok tapi lelet loding lama,-11,negatif,7
Riyan Riyan,2025-08-22 03:25:17,5,ya saya cukup senang berinvestasi di pluang tapi ada beberapa hal yang menurut saya kurang pas,-7,negatif,16
Wahyu Candra,2025-08-21 23:01:16,5,Sedang mencoba berinvestasi melalui apk pulang semoga menguntungkan dan profit,-2,negatif,10
Anjan Jaeni,2025-08-21 20:05:07,1,scaming aku gandain btc waktu harga turun eh malah kerugian btc ku ikut keganda padahal harga btc belum berubah dari sekian detik sebelumnya malah cenderung bagus harusnya kerugian tetap pada aset btc pertama dong tdk transparant giliran beli btc waktu harga naik laba btc tetap,-2,negatif,45
Ben explore,2025-08-21 16:57:30,5,mudah bagi pemula,-2,negatif,3
Papi Kapibara,2025-08-21 14:25:21,3,Gak bisa daftar gagal terus dan semenjak coba daftar sering ditelpon sama penawaran produk keuangan Tolong di stop ya mengganggu Update Dari bintang saya naikkan jadi karena sudah tidak diteror menawarkan produk keuangan tapi maaf saya tidak jadi daftar karena terlanjur kecewa mohon data tidak disebar ke pihak lain Terimakasih,-58,negatif,50
Mackenzie Andrews,2025-08-21 13:47:52,1,aplikasi makin lag jaringan ga stabil jadi ganggu akses API nya,-7,negatif,11
Muhammad Hisyam,2025-08-21 13:11:26,1,semenjak ada potongan jual beli udah males pakai pluang pindah aja ke yg lain di sini banyak potong kagak recommended,-22,negatif,20
Kantin Santri,2025-08-21 13:03:30,4,mantap sukses selalu,6,positif,3
riko Alinggi,2025-08-21 11:04:08,5,Terimakasih bertambah pengalaman,-3,negatif,3
yandres Sidobo,2025-08-21 08:37:22,5,keren Tampa ribet,-1,negatif,3
Myusuf myay,2025-08-21 05:49:49,2,aplikasinya telalu lelet lama buka aplikasi cuman meter muter,-11,negatif,9
