clean_text,label
Saya sudah beberapa hari ini gak bisa login pakai email disisi lain login pakai nomor HP repotnya minta ampun sering terkena gangguan pada proses penginputan nomor OTP katanya anda sudah melebihi jam pie iki maksude,negatif
fitur baru nya ga seru ahh kecewa balikin fitur lama di update malah Kya gitu,negatif
APLIKASI BIKIN KERE PELANGGAN BUKANYA CUAN MALAH NYUNGSEP,negatif
setelah di update aplikasi suka lemot gk nyambung Dengan jaringan memang sekarang Telkomsel menjual pAket hanyA tertera INTERNET klo dulu ada Internet G G G sekarang tidak ada apakah aplikasi ini tidak mendukung di jaringan G G sekarang susah buka aplikasi ada tulisan TIDAK ADA KONEKSI INTERNET padahal untuk buka YouTube WhatsApp tiktok selalu terhubung ini masalah jaringan saja bisa menghambat,negatif
cakep bngt aplikasi ini mudah dimemgerti bagi pemula yg mau investasi ayo tunggu apalagi mulai inves dari pluang,negatif
Sangat mudah buat pemula praktis dan tidak ribet Mantab top banget saya sudah mencoba anda kapan,negatif
lebih suka tampilan sebelumnya pas masuk udah ke update trs ga enak buat diliat tampilan candle nya untuk update terbaru yg skrg jga lebih buruk fitur yg sebelumnya sdh tidak ada pdhl fitur untuk melihat brp keseluruhan beli dan jual ckp membantu,negatif
aplikasi ini sangat bagus,negatif
investasi emas udah naik saldo ilang,negatif
Mudah menginstall dan membuat akunnya,positif
kak gimana ni solusinya kok no rekening saya gk bisa di verifikasi padahal datanya sama dengan saya daftar di peluang ada apa ini,negatif
tidak ada komentar tapi aplikasi ini bagus silakan yang kain mencoba,negatif
dalam proses belajar,positif
Kenapa kok Pluang tidak menyediakan menu kolom khusus untuk chat CS yg difungsikan menerima komplain pengaduan maupun pertanyaan terkait trade serta harga perdagangan tidak berubah otomatis harus di refresh terus tiap detik dgn cara ditarik dri atas kebawah jdi capek utk monitoring harganya tolong diperbaiki biar lebih baik lagi spti aplikasi yg lain Trims,negatif
Jelek sering error sekarang,negatif
saldo ga bisa di tarik masa gt pdahal di notif nya minimal bisa di tarik punya gw lebih malah ga bisa masa minimal JT,positif
semoga lebih maju lg,positif
rugi kalo buat trader aplikasi ini ga sesuai pergerakan market sangat lambatt unistall,negatif
min tolong dong koin kripto nya di tambah di lengkapi jangan fokus saham as doang agak nyesel juga download nya ternyata di bagian kripto koin nya GK lengkap terlalu di anak tirikan bagian kripto,negatif
Thankyou,negatif
aplikasinya sejah ini bagus,positif
Saya pengguna pluang dari lama akhir akhir ini pluang mengecewakan spread emas nya tidak serendah dulu bahkan bisa persen lebih padahal dulu terkenal rendah persen dan bantai bantai platform emas digital lainnya sekarang malah terkenal tinggi di banding trasury yang hanya stay di persenan dari dulu ini menandakan ke tidak konsisten nan pluang terhadap produk investasi nya,negatif
saya tidak bisa verifikasi ulang pluang,negatif
bagus untuk pemula,positif
cuman belum tau cara main nya itu aja,negatif
agak lama untuk penjualan dan pembelian mohon di upgrade untuk lebih fastt lagii,negatif
ijin tanya mengapa saya tidak bisa log in ulang lagi pake email,negatif
k cara mengembalikan tampilan candel stik saat kita masuk ke sebuah aset gimana ya skarang kok tampilan nya line chart bukan candelstik satt kita masuk ke suatu aset kripto,negatif
bagus mudah di pahami bagi pemula,positif
aplikasi peluang uni sangat jelek seting loading saja gak diperbaiki suruh clear hapus chace juga begitu,negatif
Hy kak adain yiel max dong sperti cony ymax dll,negatif
APLIKASI CACAT DEPOSIT LAMA SEKALI MASUK TIDAK SEPERTI BROKER LAIN AL HASIL SAYA KETINGGALAN HARGA SAAT MAU BELI MENDING PINDAH DARIPADA NABUNG DI APK SAMPAH INI,negatif
okelah,negatif
Bintang pokoknya,negatif
Terbaik dan cepat,positif
kapan ada saham Indonesia saya mau beli,negatif
Pluang bagus,positif
penarikan nya lama banget,negatif
pas narik uang lama kali prosesnya,negatif
gua dah pake nih aplikasi pluang tahun kendala sampai skrg itu top up lama masuk akhirnya keburu harga naik lucu memang ini aplikasi,negatif
tolong ya peluang lebih di perhatikan harga pasarnya itu berwna hijau dan di aset saya berawna merah itu jadi mengurangi uang saya pdahal di liat saham nay hijau tolong pebaiki merugikan kita sebagai pembeli saham,negatif
tambah etf nya dong misal voo schd,positif
sejauh ini hanya pulang dompet crypto yang bagus jual dan beli dn berbagai transaksi dgn aman dan mudah,positif
kok marcap harianya ilang min enakan sebelum apdate inimaah,negatif
setelah pembaruan aplikasi terakhir minggu ini apalikasi sering blenk ya mind padahal pakai hp kapasitas tinggi samsung S ultra gimana yg hp kapsitas rendah mohon dicek mind takut berimbas ke banyak pengguna yaa makasih,positif
parah jaringan ok tapi lelet loding lama,negatif
ya saya cukup senang berinvestasi di pluang tapi ada beberapa hal yang menurut saya kurang pas,negatif
sangat cocok,positif
Sedang mencoba berinvestasi melalui apk pulang semoga menguntungkan dan profit,negatif
scaming aku gandain btc waktu harga turun eh malah kerugian btc ku ikut keganda padahal harga btc belum berubah dari sekian detik sebelumnya malah cenderung bagus harusnya kerugian tetap pada aset btc pertama dong tdk transparant giliran beli btc waktu harga naik laba btc tetap,negatif
mudah bagi pemula,negatif
Gak bisa daftar gagal terus dan semenjak coba daftar sering ditelpon sama penawaran produk keuangan Tolong di stop ya mengganggu Update Dari bintang saya naikkan jadi karena sudah tidak diteror menawarkan produk keuangan tapi maaf saya tidak jadi daftar karena terlanjur kecewa mohon data tidak disebar ke pihak lain Terimakasih,negatif
aplikasi makin lag jaringan ga stabil jadi ganggu akses API nya,negatif
semenjak ada potongan jual beli udah males pakai pluang pindah aja ke yg lain di sini banyak potong kagak recommended,negatif
mantap sukses selalu,positif
Terimakasih bertambah pengalaman,negatif
keren Tampa ribet,negatif
aplikasinya telalu lelet lama buka aplikasi cuman meter muter,negatif
simple mudah mengakses dan good ARIP,positif
belajar dulu baru Deposit investasi,positif
saya sangat suka saran coba tambahkan pair harga IDR dan USD pada setiap aset kripto terima kasih,negatif
Kurang relevan pas kosong grafik sama dengan buble crypto Pas ada saldo Waktu naik lambat waktu turun cepat,positif
mantaf,negatif
tolong kasih pilihan untuk crypto nya bisa liat harga yang usd dong pusing liat rupiah banyak angkanya,negatif
Terima kasih sudah mempersulit saya verifikasi foto selfie karena itu saya gak jadi invest di aplikasi ini buang waktu saja kalo boleh saya tebak proses verifikasi mencocokkan foto ktp dg foto selfie ya ya mana bisa cocok bos foto di ktp diambil lebih dari tahun yg lalu jelas beda sama wajah pemilik ktp yg sekarang yg lebih tua kocak lu,negatif
nabung Reksadana saja di sini aman terpercaya kualitas customer baik dan cepat,positif
tolong pergerakan pada candlestik diperbaiki kenapa akhir ini pergerakannya sering telat,negatif
gara kode otp di via SMS gak masuk gua harus nunggu jam untuk menunggu SMS baru padahal gua pengen cepat tapi sekarang harus ad google authenticator haa lalu makin ribet dahh,negatif
Tolong Tambahin lagi jumlah cryptonya sekalian perbanyak saham NASDAQ,negatif
bagus banget tapi aku masih pemula,positif
aplikasi sampah WD nya lama banget mending di indodax,negatif
tidak bisa Login menggunakan Email akun Google padahal saya belum mendaftarkan Nomor handphone saya,negatif
aplikasi yang bagu,negatif
kenapa akun saya tidak bisa login email,negatif
kagak bisa d hubungan dengan dana cuma ada bank sma gopay aja,negatif
sudah bagus sudah komplet cuma kalo boleh saran di stabel coin usdt atau usdc di kasih bunga juga seperti ajaib kripto biar bisa untuk dana darurat makasih,negatif
aplikasi pluang sangat membantu dan mudah dipahami,negatif
ndk bisa top up pakai aplikasi dana ini,positif
aneh banget aplikasi masukin dana berapa munculnya berapa bukan nambah malah kurang banyak,negatif
Saat melakukan pembelian kenapa tdk segera masuk di porto ya kak di refresh bolak balik hasil nya sama kira kenapa ya,positif
mudah di gunakan dan lancar,negatif
oke bagus untuk pemula,positif
asetnya kripto nya masi kurang banyak sangat,negatif
apk ini terlalu banyak mengambil untung di tradernya spread bid dan asknya kebangetan keuntungan TOTAL setelah pemotongan pajak gak dapat misal keuntungan yang kalian lihat ada Rp jt setelah anda jual kalian hanya akan dapat setengah dari keuntungan yang anda dapatkan karena selisih belinya udah jauh dijual juga ada selisihnya ampunnn dahhh kirain kalo jual keuntungannya sesuai yang tampil di apk setelah dijual baru muncul harga selisihnya dipotong pajak pula,negatif
aplikasi yang gui nya sangat mudah di mengerti dan simple mudah di gunakan YANA,negatif
semakin hari malah semakin mengecewakan waktu itu ada fitur crypto yg naik tertinggi dan terendah dalam jam sekarang udah gada trus fitur menerima dan mengirim crypto juga jadi makin susah banyak ini itu nya buruk,negatif
apk kont isi saldo potongnya banyak banget kon,negatif
mudahan memuaskan dapat untung sukses terus untuk pulang,negatif
pemula ok,positif
Sebenarnya saya belum memulai investasi di aplikasi pluang ini Dan saya ingin belajar setelah saya masuk ke lobby investasi mungkin saya bisa lebih memahami apa itu investasi,negatif
kenapa fitur yg sudah bagus sebelumnya di hilangkan seperti order dan tolong tambahkan pengingat harga otomatis,positif
Harusnya sih kalau benar kerja sama dengan gopay harusnya gak ada Fee dong yah kalau di hitung lumayan berasa bagi yang mau nyicil dikit dikit semoga aja seterusnya gak ada fee nya lagi,negatif
bagus banget,positif
min tolong diadain future BTC dan eth x,negatif
bagus dan mudah cara daftarnya,positif
Pluang ini Bagus sekali untuk pemula karena ui nya yg mudah dipahami ERWI,negatif
duit yang nyangkut perosesnya lama,negatif
untuk top up adm nya ga ngotak,positif
Saya bergabung bulan Juli kemarin Puas banget dengan tampilan Pluang yang mudah di pahami Bisa investasi Emas juga Sukses selalu untuk Pluang semoga saya bisa sukses di sini DEDI,negatif
bagus sih meskipun agak ribet karena terlalu banyak aset campuran bikin pusing bisa gak lebih di minimalkan jangan terlalu rame,negatif
tolong donk dibantu g bisa masuk login via gmail,negatif
XRP,negatif
kita sebagai pekerja lepas yg GK kerja di perusahaan gimana caranya kita ngisi alamat perusahan dan lain tolong lh di kasih yg simpel gk usah ribet buat kita yg GK kerja di perusahaan gimana ngisinya coba,negatif
sangat membantu dan real investasi,negatif
saya baru mencoba semoga bisa membantu saya bisa Investasi,negatif
sekarang pajaknya semakin tinggi bruh RB bruh padahal cuman narik rbuan,negatif
nice sudah optimal skrng,negatif
menyenangkan,negatif
baru coba kasih dulu,negatif
Terimakasih Pluang sudah memberikan service bagus Bug nya sudah teratasi Ya walaupun lama sih dari Juni sampai sekarang Hmm its Ok Yg penting dah fix Saya kembali pakai produk yang anda buat cuma di sini setauku yg bisa buat simpan dollar ada yield pula Thanks to engineer and team nya Saya kasih bintang dulu Kalau ada peningkatan lagi saya kasih,negatif
Aplikasi ini bener ga bagus Transaksi sangat tdk transparan admin fee sangat besar dan baru d info setelah konfirm transaksi terjadi sehingga pengguna akan kaget melihat potongan admin yg ga ngotak selain itu untuk take profit dan stop loss sering bgt tdk sesuai dengan harga yg d tetapkan klo ada bintang saya kasik aja,positif
kl bsa sih tambain saham Jepang Cina Jerman dll over all sih bagus mind tolong pertimbangin ya,positif
Saya baru mau mencoba aplikasi ini dan mudah mudahan realitanya baik,negatif
interface ok sih gak lemot seperti apk lain mau di coba trading sekarang,negatif
Mudah dipahami semoga sesuai yg diharapkan,positif
makin di update makin nga bener sekarang nga bisa liat crat secara mudah,positif
makin hari makin mahal biaya admin dan pajaknya gimana mau masuk investasi jangka panjang disini,positif
top e wallet cuma bisa dari gopay dulu banyak pilihan kenapa sekarang cuma pake gopay,negatif
funding fee sangat besar ini margin kita diambil terus ini seperti apa ini bukannya nambah malah pengeluaran lebih besar dari pada pemasukan,negatif
Mantap transaksinya jadi semakin mudah dan pajaknya juga sedikit,negatif
saya baru saja mau mencoba,negatif
simple dan minimal Inves cuma,negatif
makin hari makin aneh masa emas digital aja dipotong untuk biaya penyimpanan,positif
apk ini keren banget,positif
masih tahap percobaan,negatif
Bagus tapi tolong perbanyak koinnya terimakasih kak tolong jadiin pro biar ada limit market nya banyak,negatif
Bagus,negatif
semoga bermanfaat,positif
Cocok untuk para pemula,positif
proses pendaftaran nya mudah dan cepat,positif
sangat rekomendasi,negatif
so far so good,positif
sangat bagus untuk pemula semoga kedepannya lebih sukses lagi jadi exchange terbaik no di Indonesia,positif
best apps,positif
baru instal mau coba dulu,negatif
tolong selesaikan dengan cepat website yang sedang maintenance agar dapat mengubah no telepon dan supaya bisa tranfer ke exchange lain,negatif
sangat baguss tapi boleh ga sih ditambahin akun dana sama gopay buat narik uangnya,positif
Berulang kali mengirim ttd selalu gagal aplikasi ajaib ga seribet ini,negatif
good job,positif
bagus mantap untuk investasi,positif
aplikasi pluang gak viral kayak yang lain tapi soal smooth nya dan kemudahanya gak ada lawan sii ini pluang,negatif
Semoga sukses dalam investasi disini,positif
nyaman cepat prosesnya dalam transaksinya pokoknya mantap sukses selalu dah,positif
Trimakasih sy mau belajar dari peluang semoga selalu amanah dan terpercaya aminn,positif
tidak bisa setor Aset SUI,negatif
pemula,negatif
dari semua exchange yg ada ini yg paling sy andalkan,negatif
User Interface yang indah,negatif
rekomended lah,negatif
enak buat pemula,negatif
sip bangettt,negatif
baru coba saya kasih bintang jika bagus saya tambah lagi,negatif
knp GK BS top up pk virtual aqun,positif
aplikasi nya mudah di paham i,negatif
puas,positif
apk pluang sekarang ngeri emang susah nyari apk yang bener jujur,negatif
mantepp,negatif
mudahan lebih baik fiturnya dan lebih murah lgi bonus nya,negatif
apk bagus tapi kami butuh fitur leverange yang kecil tolong bikin fitur leverange bisa di ubah x sampai x aja udah kebih dari cukup kk,negatif
sangat membantu dlm berinpestasi aman banyak pilihan nya pelayanan yg tranparan terbuka mudah di pahami juga bagi kita yang pemula,negatif
aplikasi nya bagus tapi ada masalah di harga koinnya yang tidak update padahal udah di update baik aplikasi dan refresh roomnya,negatif
pluang tolong dong login nya langsung ada opsi nomor handphone dan email soalnya klo suatu saat kehilangan nomor handphone sulit untuk loginnya terima kasih,negatif
Stoploss tidak sesuai dengan orderbox tolong perbaiki lagi kalau gini merugikan pelanggan,negatif
tolong tambahin lebih banyak saham saham US soalnya kurang lengkap,negatif
maruk pajak pajak nya gk masuk akal,negatif
Depo jt udah kepotong rb mahal banget,negatif
kok aku WD di e wallet kok gak bisa min,negatif
